2018-07-19 14:27:43.920947: I tensorflow/core/platform/cpu_feature_guard.cc:137] Your CPU supports instructions that this TensorFlow binary was not compiled to use: SSE4.1 SSE4.2 AVX AVX2 FMA
2018-07-19 14:27:44.096016: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1030] Found device 0 with properties: 
name: GeForce GTX 1080 major: 6 minor: 1 memoryClockRate(GHz): 1.7335
pciBusID: 0000:01:00.0
totalMemory: 7.92GiB freeMemory: 3.03GiB
2018-07-19 14:27:44.096046: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1120] Creating TensorFlow device (/device:GPU:0) -> (device: 0, name: GeForce GTX 1080, pci bus id: 0000:01:00.0, compute capability: 6.1)
train_file:/home/syp/zwr/txtgen/examples/long_text/yahoo_data/yahoo.train.txt
valid_file:/home/syp/zwr/txtgen/examples/long_text/yahoo_data/yahoo.valid.txt
logdir:./log_dir/bsize32.epoch70.lr_c2warm16000/
step:100 source:(1, 66) loss:128.492
step:156600 source:(1, 49) loss:82.7735
step:156700 source:(1, 66) loss:72.599
step:156800 source:(1, 66) loss:94.0277
step:156900 source:(1, 44) loss:71.811
step:157000 source:(1, 66) loss:63.5613
step:157100 source:(1, 66) loss:64.2379
step:157200 source:(1, 24) loss:76.6629
step:157300 source:(1, 25) loss:64.6695
step:157400 source:(1, 48) loss:69.3285
step:157500 source:(1, 57) loss:60.4429
step:157600 source:(1, 39) loss:76.8823
step:157700 source:(1, 66) loss:74.3634
step:157800 source:(1, 34) loss:61.6845
step:157900 source:(1, 66) loss:87.3893
step:158000 source:(1, 24) loss:60.4895
step:158100 source:(1, 53) loss:78.6819
step:158200 source:(1, 66) loss:81.5199
step:158300 source:(1, 48) loss:59.9389
step:158400 source:(1, 66) loss:77.8097
step:158500 source:(1, 59) loss:86.4478
step:158600 source:(1, 52) loss:61.1648
step:158700 source:(1, 48) loss:79.2014
step:158800 source:(1, 43) loss:75.5229
step:158900 source:(1, 66) loss:81.8656
step:159000 source:(1, 39) loss:77.9902
step:159100 source:(1, 66) loss:74.561
step:159200 source:(1, 66) loss:80.498
step:159300 source:(1, 66) loss:67.6389
step:159400 source:(1, 66) loss:73.1178
step:159500 source:(1, 35) loss:112.534
step:159600 source:(1, 66) loss:70.2137
step:159700 source:(1, 32) loss:78.8485
step:159800 source:(1, 66) loss:63.6188
step:159900 source:(1, 66) loss:64.4296
step:160000 source:(1, 66) loss:77.3369
step:160100 source:(1, 30) loss:74.0441
step:160200 source:(1, 41) loss:60.639
step:160300 source:(1, 66) loss:84.3243
step:160400 source:(1, 23) loss:70.7193
step:160500 source:(1, 43) loss:79.7531
step:160600 source:(1, 66) loss:91.4786
step:160700 source:(1, 43) loss:92.9355
step:160800 source:(1, 54) loss:71.2086
step:160900 source:(1, 66) loss:72.8385
step:161000 source:(1, 54) loss:67.9317
step:161100 source:(1, 59) loss:67.487
step:161200 source:(1, 66) loss:80.8385
step:161300 source:(1, 32) loss:67.2547
step:161400 source:(1, 41) loss:78.4691
step:161500 source:(1, 41) loss:83.375
step:161600 source:(1, 66) loss:79.8144
step:161700 source:(1, 25) loss:79.182
step:161800 source:(1, 62) loss:80.3397
step:161900 source:(1, 36) loss:91.2236
step:162000 source:(1, 66) loss:68.3122
step:162100 source:(1, 43) loss:75.7449
step:162200 source:(1, 66) loss:82.1879
step:162300 source:(1, 35) loss:67.7595
step:162400 source:(1, 66) loss:76.1864
step:162500 source:(1, 66) loss:74.7151
step:162600 source:(1, 48) loss:75.0769
step:162700 source:(1, 66) loss:45.8884
step:162800 source:(1, 51) loss:51.2379
step:162900 source:(1, 66) loss:59.3494
step:163000 source:(1, 66) loss:88.713
step:163100 source:(1, 45) loss:78.9932
step:163200 source:(1, 33) loss:59.1304
step:163300 source:(1, 27) loss:73.7769
step:163400 source:(1, 27) loss:73.3446
step:163500 source:(1, 44) loss:83.6635
step:163600 source:(1, 66) loss:72.8231
step:163700 source:(1, 53) loss:73.6576
step:163800 source:(1, 61) loss:77.4266
step:163900 source:(1, 66) loss:73.5208
step:164000 source:(1, 66) loss:81.9231
step:164100 source:(1, 40) loss:69.7515
step:164200 source:(1, 66) loss:79.1285
step:164300 source:(1, 66) loss:66.8587
step:164400 source:(1, 32) loss:83.228
step:164500 source:(1, 66) loss:60.8277
step:164600 source:(1, 46) loss:49.2427
step:164700 source:(1, 57) loss:90.9855
step:164800 source:(1, 66) loss:76.2856
step:164900 source:(1, 66) loss:77.7899
step:165000 source:(1, 66) loss:60.4906
step:165100 source:(1, 66) loss:73.5375
step:165200 source:(1, 51) loss:65.6287
step:165300 source:(1, 66) loss:80.5418
step:165400 source:(1, 66) loss:66.3791
step:165500 source:(1, 51) loss:67.2058
step:165600 source:(1, 66) loss:85.4574
step:165700 source:(1, 66) loss:80.7514
step:165800 source:(1, 66) loss:69.817
step:165900 source:(1, 36) loss:77.0143
step:166000 source:(1, 57) loss:70.6262
step:166100 source:(1, 66) loss:77.8356
step:166200 source:(1, 66) loss:73.3122
step:166300 source:(1, 50) loss:65.7644
step:166400 source:(1, 66) loss:94.3335
step:166500 source:(1, 66) loss:59.9284
step:166600 source:(1, 27) loss:85.6911
step:166700 source:(1, 66) loss:68.2537
step:166800 source:(1, 66) loss:62.9959
step:166900 source:(1, 66) loss:70.4608
step:167000 source:(1, 34) loss:79.0506
step:167100 source:(1, 59) loss:83.1784
step:167200 source:(1, 32) loss:73.9515
step:167300 source:(1, 66) loss:74.8233
step:167400 source:(1, 64) loss:65.4886
step:167500 source:(1, 66) loss:85.0746
step:167600 source:(1, 66) loss:77.4042
step:167700 source:(1, 66) loss:68.201
step:167800 source:(1, 66) loss:57.4738
step:167900 source:(1, 36) loss:72.2795
step:168000 source:(1, 66) loss:59.7327
step:168100 source:(1, 56) loss:87.5912
step:168200 source:(1, 66) loss:78.774
step:168300 source:(1, 43) loss:84.5249
step:168400 source:(1, 39) loss:88.8311
step:168500 source:(1, 35) loss:70.5045
step:168600 source:(1, 30) loss:80.206
step:168700 source:(1, 66) loss:69.2073
step:168800 source:(1, 26) loss:53.2285
step:168900 source:(1, 66) loss:81.0914
step:169000 source:(1, 66) loss:88.7023
step:169100 source:(1, 41) loss:86.4754
step:169200 source:(1, 66) loss:75.0179
step:169300 source:(1, 62) loss:63.3794
step:169400 source:(1, 44) loss:76.7787
step:169500 source:(1, 35) loss:66.8366
step:169600 source:(1, 50) loss:91.7188
step:169700 source:(1, 66) loss:58.5334
step:169800 source:(1, 40) loss:83.813
step:169900 source:(1, 66) loss:74.7808
step:170000 source:(1, 66) loss:72.0533
step:170100 source:(1, 36) loss:55.2005
step:170200 source:(1, 54) loss:84.3746
step:170300 source:(1, 50) loss:55.8437
step:170400 source:(1, 50) loss:58.6458
step:170500 source:(1, 66) loss:75.1665
step:170600 source:(1, 66) loss:74.0191
step:170700 source:(1, 66) loss:76.6334
step:170800 source:(1, 35) loss:77.4077
step:170900 source:(1, 53) loss:87.7595
step:171000 source:(1, 36) loss:73.8633
step:171100 source:(1, 66) loss:97.1946
step:171200 source:(1, 66) loss:88.9238
step:171300 source:(1, 66) loss:78.4694
step:171400 source:(1, 66) loss:105.935
step:171500 source:(1, 66) loss:71.9381
step:171600 source:(1, 27) loss:96.6894
step:171700 source:(1, 66) loss:81.2874
step:171800 source:(1, 22) loss:71.5246
step:171900 source:(1, 66) loss:78.1883
step:172000 source:(1, 48) loss:78.8827
step:172100 source:(1, 66) loss:68.3462
step:172200 source:(1, 44) loss:95.4424
step:172300 source:(1, 30) loss:80.495
step:172400 source:(1, 66) loss:83.5988
step:172500 source:(1, 51) loss:55.0909
step:172600 source:(1, 66) loss:82.4021
step:172700 source:(1, 66) loss:92.4301
step:172800 source:(1, 66) loss:76.3144
step:172900 source:(1, 66) loss:82.3826
step:173000 source:(1, 66) loss:87.2048
step:173100 source:(1, 66) loss:92.4822
step:173200 source:(1, 66) loss:72.3051
step:173300 source:(1, 66) loss:101.036
step:173400 source:(1, 66) loss:78.4468
step:173500 source:(1, 66) loss:96.8999
step:173600 source:(1, 36) loss:69.7964
step:173700 source:(1, 35) loss:88.0967
step:173800 source:(1, 66) loss:60.0027
step:173900 source:(1, 66) loss:83.349
step:174000 source:(1, 66) loss:90.331
step:174100 source:(1, 58) loss:85.6935
step:174200 source:(1, 66) loss:80.5432
step:174300 source:(1, 36) loss:80.6106
step:174400 source:(1, 66) loss:62.605
step:174500 source:(1, 66) loss:76.2751
step:174600 source:(1, 66) loss:75.8644
step:174700 source:(1, 66) loss:78.8447
step:174800 source:(1, 35) loss:72.0513
step:174900 source:(1, 66) loss:68.2087
step:175000 source:(1, 55) loss:88.0164
step:175100 source:(1, 66) loss:84.8913
step:175200 source:(1, 66) loss:70.1341
step:175300 source:(1, 66) loss:67.9772
step:175400 source:(1, 34) loss:83.2491
step:175500 source:(1, 33) loss:71.3938
step:175600 source:(1, 66) loss:75.7162
step:175700 source:(1, 22) loss:69.2804
step:175800 source:(1, 57) loss:78.3785
step:175900 source:(1, 66) loss:75.8468
step:176000 source:(1, 66) loss:70.1938
step:176100 source:(1, 54) loss:73.2702
step:176200 source:(1, 66) loss:88.728
step:176300 source:(1, 25) loss:87.4836
step:176400 source:(1, 66) loss:60.4947
step:176500 source:(1, 35) loss:84.2758
step:176600 source:(1, 66) loss:70.8124
step:176700 source:(1, 66) loss:71.9091
step:176800 source:(1, 66) loss:65.1692
step:176900 source:(1, 30) loss:71.0105
step:177000 source:(1, 25) loss:70.6205
step:177100 source:(1, 66) loss:74.0831
step:177200 source:(1, 59) loss:79.07
step:177300 source:(1, 66) loss:65.7261
step:177400 source:(1, 44) loss:73.364
step:177500 source:(1, 30) loss:74.1765
step:177600 source:(1, 50) loss:80.7665
step:177700 source:(1, 66) loss:83.2464
step:177800 source:(1, 36) loss:74.4279
step:177900 source:(1, 66) loss:70.597
step:178000 source:(1, 66) loss:51.6726
step:178100 source:(1, 64) loss:73.7068
step:178200 source:(1, 23) loss:83.9184
step:178300 source:(1, 66) loss:79.0275
step:178400 source:(1, 66) loss:60.665
step:178500 source:(1, 41) loss:78.4677
step:178600 source:(1, 66) loss:64.1002
step:178700 source:(1, 62) loss:79.1927
step:178800 source:(1, 66) loss:62.1564
step:178900 source:(1, 66) loss:86.4667
step:179000 source:(1, 59) loss:59.9528
step:179100 source:(1, 44) loss:66.7215
step:179200 source:(1, 66) loss:72.5249
step:179300 source:(1, 30) loss:71.9386
step:179400 source:(1, 59) loss:90.6985
step:179500 source:(1, 64) loss:60.0213
step:179600 source:(1, 38) loss:77.8819
step:179700 source:(1, 66) loss:81.5914
step:179800 source:(1, 41) loss:86.7589
step:179900 source:(1, 49) loss:93.6908
step:180000 source:(1, 43) loss:78.2397
step:180100 source:(1, 66) loss:67.78
step:180200 source:(1, 66) loss:70.273
step:180300 source:(1, 34) loss:91.3836
step:180400 source:(1, 35) loss:61.2525
step:180500 source:(1, 66) loss:77.4104
step:180600 source:(1, 43) loss:78.7514
step:180700 source:(1, 48) loss:75.1465
step:180800 source:(1, 66) loss:61.4721
step:180900 source:(1, 31) loss:90.5866
step:181000 source:(1, 66) loss:78.6875
step:181100 source:(1, 66) loss:79.5908
step:181200 source:(1, 24) loss:76.389
step:181300 source:(1, 64) loss:96.3448
step:181400 source:(1, 66) loss:81.6498
step:181500 source:(1, 66) loss:69.2146
step:181600 source:(1, 63) loss:79.0069
step:181700 source:(1, 29) loss:75.7665
step:181800 source:(1, 66) loss:79.2863
step:181900 source:(1, 24) loss:82.0662
step:182000 source:(1, 39) loss:94.0299
step:182100 source:(1, 56) loss:76.9154
step:182200 source:(1, 66) loss:73.3581
step:182300 source:(1, 66) loss:71.2373
step:182400 source:(1, 23) loss:74.52582018-07-19 21:16:04.243420: W tensorflow/core/framework/op_kernel.cc:1192] Out of range: End of sequence
	 [[Node: IteratorGetNext = IteratorGetNext[output_shapes=[[?], [?,?], [?,?]], output_types=[DT_INT32, DT_STRING, DT_INT64], _device="/job:localhost/replica:0/task:0/device:CPU:0"](Iterator)]]
2018-07-19 21:16:04.243507: W tensorflow/core/framework/op_kernel.cc:1192] Out of range: End of sequence
	 [[Node: IteratorGetNext = IteratorGetNext[output_shapes=[[?], [?,?], [?,?]], output_types=[DT_INT32, DT_STRING, DT_INT64], _device="/job:localhost/replica:0/task:0/device:CPU:0"](Iterator)]]
2018-07-19 21:31:51.912651: W tensorflow/core/framework/op_kernel.cc:1192] Out of range: End of sequence
	 [[Node: IteratorGetNext = IteratorGetNext[output_shapes=[[?], [?,?], [?,?]], output_types=[DT_INT32, DT_STRING, DT_INT64], _device="/job:localhost/replica:0/task:0/device:CPU:0"](Iterator)]]
2018-07-19 21:31:51.912719: W tensorflow/core/framework/op_kernel.cc:1192] Out of range: End of sequence
	 [[Node: IteratorGetNext = IteratorGetNext[output_shapes=[[?], [?,?], [?,?]], output_types=[DT_INT32, DT_STRING, DT_INT64], _device="/job:localhost/replica:0/task:0/device:CPU:0"](Iterator)]]
2018-07-19 21:31:51.912747: W tensorflow/core/framework/op_kernel.cc:1192] Out of range: End of sequence
	 [[Node: IteratorGetNext = IteratorGetNext[output_shapes=[[?], [?,?], [?,?]], output_types=[DT_INT32, DT_STRING, DT_INT64], _device="/job:localhost/replica:0/task:0/device:CPU:0"](Iterator)]]

step:182500 source:(1, 66) loss:56.8867
step:182600 source:(1, 66) loss:75.5399
step:182700 source:(1, 58) loss:66.3896
step:182800 source:(1, 49) loss:75.8717
step:182900 source:(1, 27) loss:74.7764
step:183000 source:(1, 52) loss:67.5844
step:183100 source:(1, 66) loss:52.0385
step:183200 source:(1, 66) loss:87.7956
step:183300 source:(1, 36) loss:68.2129
step:183400 source:(1, 66) loss:70.4
step:183500 source:(1, 66) loss:54.693
step:183600 source:(1, 41) loss:72.6934
step:183700 source:(1, 59) loss:69.8307
step:183800 source:(1, 66) loss:80.1135
step:183900 source:(1, 66) loss:75.5939
step:184000 source:(1, 66) loss:75.4367
step:184100 source:(1, 33) loss:82.9666
step:184200 source:(1, 66) loss:67.2156
step:184300 source:(1, 66) loss:85.9208
step:184400 source:(1, 41) loss:79.4947
step:184500 source:(1, 66) loss:77.3489
step:184600 source:(1, 24) loss:94.7884
step:184700 source:(1, 66) loss:77.6988
step:184800 source:(1, 66) loss:84.3976
step:184900 source:(1, 66) loss:92.7591
step:185000 source:(1, 66) loss:64.444
step:185100 source:(1, 66) loss:61.8847
step:185200 source:(1, 60) loss:64.7783
step:185300 source:(1, 51) loss:78.6198
step:185400 source:(1, 42) loss:62.21
step:185500 source:(1, 62) loss:62.6088
step:185600 source:(1, 65) loss:72.2261
step:185700 source:(1, 66) loss:68.7991
step:185800 source:(1, 66) loss:77.0534
step:185900 source:(1, 52) loss:59.5038
step:186000 source:(1, 66) loss:69.764
step:186100 source:(1, 53) loss:73.1193
step:186200 source:(1, 66) loss:84.4654
step:186300 source:(1, 26) loss:70.0494
step:186400 source:(1, 66) loss:57.4055
step:186500 source:(1, 66) loss:84.8113
step:186600 source:(1, 40) loss:85.9171
step:186700 source:(1, 32) loss:69.9865
step:186800 source:(1, 23) loss:70.8048
step:186900 source:(1, 66) loss:73.8625
step:187000 source:(1, 38) loss:69.9355
step:187100 source:(1, 66) loss:81.9743
step:187200 source:(1, 66) loss:66.8361
step:187300 source:(1, 23) loss:68.8057
step:187400 source:(1, 66) loss:67.1128
step:187500 source:(1, 66) loss:82.665
step:187600 source:(1, 66) loss:81.6107
step:187700 source:(1, 66) loss:68.6361
step:187800 source:(1, 66) loss:85.5117
step:187900 source:(1, 66) loss:79.4668
step:188000 source:(1, 30) loss:78.5629
step:188100 source:(1, 66) loss:63.2086
step:188200 source:(1, 66) loss:97.7456
step:188300 source:(1, 66) loss:73.2567
step:188400 source:(1, 59) loss:79.2541
step:188500 source:(1, 66) loss:63.3775
step:188600 source:(1, 45) loss:65.1981
step:188700 source:(1, 66) loss:68.2738
step:188800 source:(1, 66) loss:77.7965
step:188900 source:(1, 66) loss:88.5387
step:189000 source:(1, 33) loss:63.4934
step:189100 source:(1, 66) loss:70.8591
step:189200 source:(1, 44) loss:66.571
step:189300 source:(1, 66) loss:82.7919
step:189400 source:(1, 23) loss:78.2387
step:189500 source:(1, 66) loss:67.0238
step:189600 source:(1, 66) loss:71.7582
step:189700 source:(1, 66) loss:66.1922
step:189800 source:(1, 58) loss:75.5081
step:189900 source:(1, 66) loss:89.1426
step:190000 source:(1, 30) loss:75.1864
step:190100 source:(1, 66) loss:68.8928
step:190200 source:(1, 37) loss:73.7378
step:190300 source:(1, 66) loss:71.9901
step:190400 source:(1, 66) loss:77.8499
step:190500 source:(1, 51) loss:72.7146
step:190600 source:(1, 46) loss:73.2141
step:190700 source:(1, 66) loss:73.4921
step:190800 source:(1, 66) loss:66.6148
step:190900 source:(1, 66) loss:55.1924
step:191000 source:(1, 66) loss:53.3853
step:191100 source:(1, 66) loss:58.2249
step:191200 source:(1, 66) loss:85.107
step:191300 source:(1, 38) loss:78.6392
step:191400 source:(1, 66) loss:93.4088
step:191500 source:(1, 25) loss:58.8278
step:191600 source:(1, 66) loss:77.4808
step:191700 source:(1, 66) loss:78.9279
step:191800 source:(1, 66) loss:75.6015
step:191900 source:(1, 57) loss:70.6957
step:192000 source:(1, 39) loss:82.7718
step:192100 source:(1, 66) loss:57.3585
step:192200 source:(1, 59) loss:87.9807
step:192300 source:(1, 66) loss:74.5609
step:192400 source:(1, 66) loss:87.2073
step:192500 source:(1, 59) loss:84.1983
step:192600 source:(1, 66) loss:59.8355
step:192700 source:(1, 66) loss:89.4323
step:192800 source:(1, 32) loss:63.6391
step:192900 source:(1, 65) loss:75.8017
step:193000 source:(1, 22) loss:71.7094
step:193100 source:(1, 22) loss:79.9426
step:193200 source:(1, 66) loss:84.3481
step:193300 source:(1, 66) loss:80.8012
step:193400 source:(1, 66) loss:103.943
step:193500 source:(1, 53) loss:88.0263
step:193600 source:(1, 35) loss:70.5175
step:193700 source:(1, 66) loss:77.8589
step:193800 source:(1, 58) loss:64.1587
step:193900 source:(1, 66) loss:72.6473
step:194000 source:(1, 66) loss:75.4965
step:194100 source:(1, 59) loss:87.9819
step:194200 source:(1, 66) loss:68.1555
step:194300 source:(1, 66) loss:74.9463
step:194400 source:(1, 66) loss:75.0901
step:194500 source:(1, 48) loss:70.4632
step:194600 source:(1, 45) loss:80.958
step:194700 source:(1, 66) loss:58.6581
step:194800 source:(1, 55) loss:71.4776
step:194900 source:(1, 66) loss:61.9942
step:195000 source:(1, 23) loss:76.0259
step:195100 source:(1, 48) loss:75.7251
step:195200 source:(1, 63) loss:58.649
step:195300 source:(1, 35) loss:74.6642
step:195400 source:(1, 66) loss:77.8922
step:195500 source:(1, 52) loss:57.9471
step:195600 source:(1, 66) loss:74.3366
step:195700 source:(1, 66) loss:81.9188
step:195800 source:(1, 29) loss:89.6946
step:195900 source:(1, 44) loss:90.7144
step:196000 source:(1, 40) loss:64.9619
step:196100 source:(1, 66) loss:72.0746
step:196200 source:(1, 66) loss:70.7401
step:196300 source:(1, 55) loss:80.8329
step:196400 source:(1, 66) loss:86.2369
step:196500 source:(1, 66) loss:64.1529
step:196600 source:(1, 66) loss:87.0826
step:196700 source:(1, 66) loss:71.0165
step:196800 source:(1, 66) loss:55.8713
step:196900 source:(1, 52) loss:51.2547
step:197000 source:(1, 66) loss:71.4733
step:197100 source:(1, 66) loss:75.3633
step:197200 source:(1, 66) loss:81.392
step:197300 source:(1, 66) loss:87.6624
step:197400 source:(1, 66) loss:80.3
step:197500 source:(1, 66) loss:69.2648
step:197600 source:(1, 39) loss:89.5234
step:197700 source:(1, 66) loss:60.3209
step:197800 source:(1, 66) loss:72.2458
step:197900 source:(1, 66) loss:72.7243
step:198000 source:(1, 49) loss:73.3948
step:198100 source:(1, 30) loss:72.7919
step:198200 source:(1, 66) loss:66.5646
step:198300 source:(1, 66) loss:86.3415
step:198400 source:(1, 23) loss:77.7733
step:198500 source:(1, 27) loss:82.8908
step:198600 source:(1, 32) loss:65.7097
step:198700 source:(1, 66) loss:57.6503
step:198800 source:(1, 66) loss:79.8327
step:198900 source:(1, 33) loss:70.4422
step:199000 source:(1, 24) loss:72.4754
step:199100 source:(1, 66) loss:66.5535
step:199200 source:(1, 33) loss:66.5029
step:199300 source:(1, 66) loss:82.5195
step:199400 source:(1, 27) loss:87.6902
step:199500 source:(1, 66) loss:90.5436
step:199600 source:(1, 37) loss:78.1281
step:199700 source:(1, 58) loss:57.5374
step:199800 source:(1, 22) loss:47.3076
step:199900 source:(1, 66) loss:68.4735
step:200000 source:(1, 58) loss:72.4935
epoch:1 eval_bleu:55.81960082054138
the 1 epoch, highest bleu 55.819601
step:200100 source:(1, 66) loss:80.9414
step:200200 source:(1, 66) loss:75.7822
step:200300 source:(1, 45) loss:92.783
step:200400 source:(1, 66) loss:77.2685
step:200500 source:(1, 38) loss:62.941
step:200600 source:(1, 66) loss:66.0384
step:200700 source:(1, 25) loss:57.9234
step:200800 source:(1, 66) loss:73.9128
step:200900 source:(1, 66) loss:71.2642
step:201000 source:(1, 29) loss:68.5279
step:201100 source:(1, 66) loss:72.7701
step:201200 source:(1, 38) loss:91.7328
step:201300 source:(1, 36) loss:73.0349
step:201400 source:(1, 66) loss:62.7523
step:201500 source:(1, 32) loss:75.9198
step:201600 source:(1, 52) loss:66.8322
step:201700 source:(1, 66) loss:79.6907
step:201800 source:(1, 66) loss:77.3185
step:201900 source:(1, 47) loss:91.5142
step:202000 source:(1, 66) loss:66.2662
step:202100 source:(1, 40) loss:98.7495
step:202200 source:(1, 23) loss:89.0887
step:202300 source:(1, 59) loss:61.1186
step:202400 source:(1, 66) loss:75.4397
step:202500 source:(1, 66) loss:72.5959
step:202600 source:(1, 23) loss:56.2519
step:202700 source:(1, 27) loss:92.9802
step:202800 source:(1, 63) loss:69.685
step:202900 source:(1, 66) loss:77.8255
step:203000 source:(1, 65) loss:65.9583
step:203100 source:(1, 28) loss:85.0425
step:203200 source:(1, 66) loss:83.1836
step:203300 source:(1, 46) loss:75.5392
step:203400 source:(1, 66) loss:82.9996
step:203500 source:(1, 66) loss:76.7889
step:203600 source:(1, 66) loss:82.4408
step:203700 source:(1, 66) loss:64.1986
step:203800 source:(1, 66) loss:74.1527
step:203900 source:(1, 33) loss:71.9388
step:204000 source:(1, 66) loss:78.1758
step:204100 source:(1, 66) loss:94.1006
step:204200 source:(1, 66) loss:63.1003
step:204300 source:(1, 66) loss:66.9985
step:204400 source:(1, 40) loss:65.9406
step:204500 source:(1, 66) loss:79.2828
step:204600 source:(1, 29) loss:66.8771
step:204700 source:(1, 66) loss:96.5077
step:204800 source:(1, 36) loss:71.4596
step:204900 source:(1, 66) loss:64.0651
step:205000 source:(1, 28) loss:69.3337
step:205100 source:(1, 42) loss:74.432
step:205200 source:(1, 66) loss:73.215
step:205300 source:(1, 63) loss:79.3417
step:205400 source:(1, 34) loss:72.4771
step:205500 source:(1, 61) loss:76.3129
step:205600 source:(1, 66) loss:58.4637
step:205700 source:(1, 66) loss:76.1672
step:205800 source:(1, 30) loss:73.0385
step:205900 source:(1, 35) loss:71.1625
step:206000 source:(1, 66) loss:59.1735
step:206100 source:(1, 66) loss:70.7669
step:206200 source:(1, 24) loss:79.8773
step:206300 source:(1, 66) loss:74.282
step:206400 source:(1, 66) loss:86.237
step:206500 source:(1, 66) loss:79.9404
step:206600 source:(1, 66) loss:66.4895
step:206700 source:(1, 66) loss:92.1749
step:206800 source:(1, 66) loss:75.9903
step:206900 source:(1, 66) loss:78.8823
step:207000 source:(1, 61) loss:70.1301
step:207100 source:(1, 49) loss:72.6815
step:207200 source:(1, 50) loss:102.516
step:207300 source:(1, 34) loss:68.4175
step:207400 source:(1, 29) loss:65.8564
step:207500 source:(1, 22) loss:81.1035
step:207600 source:(1, 34) loss:76.4462
step:207700 source:(1, 66) loss:54.4953
step:207800 source:(1, 26) loss:71.8521
step:207900 source:(1, 51) loss:81.8951
step:208000 source:(1, 47) loss:66.1853
step:208100 source:(1, 44) loss:68.7533
step:208200 source:(1, 28) loss:81.5648
step:208300 source:(1, 66) loss:76.5607
step:208400 source:(1, 66) loss:67.3544
step:208500 source:(1, 66) loss:66.4621
step:208600 source:(1, 45) loss:75.4223
step:208700 source:(1, 66) loss:69.9474
step:208800 source:(1, 36) loss:77.8647
step:208900 source:(1, 66) loss:69.5184
step:209000 source:(1, 66) loss:83.1611
step:209100 source:(1, 66) loss:76.2889
step:209200 source:(1, 66) loss:72.4934
step:209300 source:(1, 66) loss:53.3204
step:209400 source:(1, 66) loss:65.6567
step:209500 source:(1, 41) loss:73.7335
step:209600 source:(1, 33) loss:79.0854
step:209700 source:(1, 66) loss:76.6277
step:209800 source:(1, 64) loss:50.2028
step:209900 source:(1, 66) loss:68.3614
step:210000 source:(1, 66) loss:78.7158
step:210100 source:(1, 25) loss:78.5282
step:210200 source:(1, 32) loss:90.3601
step:210300 source:(1, 57) loss:70.9538
step:210400 source:(1, 66) loss:83.7194
step:210500 source:(1, 41) loss:88.5296
step:210600 source:(1, 24) loss:83.3099
step:210700 source:(1, 66) loss:59.3791
step:210800 source:(1, 33) loss:73.4529
step:210900 source:(1, 29) loss:74.2032
step:211000 source:(1, 66) loss:72.9989
step:211100 source:(1, 52) loss:80.4871
step:211200 source:(1, 44) loss:75.0603
step:211300 source:(1, 50) loss:93.0847
step:211400 source:(1, 36) loss:61.9796
step:211500 source:(1, 66) loss:69.1336
step:211600 source:(1, 66) loss:84.4814
step:211700 source:(1, 29) loss:66.9335
step:211800 source:(1, 48) loss:77.8487
step:211900 source:(1, 66) loss:82.2997
step:212000 source:(1, 66) loss:60.7515
step:212100 source:(1, 29) loss:75.9894
step:212200 source:(1, 66) loss:59.3043
step:212300 source:(1, 66) loss:65.4645
step:212400 source:(1, 29) loss:81.9078
step:212500 source:(1, 66) loss:71.3361
step:212600 source:(1, 29) loss:60.0656
step:212700 source:(1, 46) loss:96.9582
step:212800 source:(1, 44) loss:84.9888
step:212900 source:(1, 47) loss:92.9703
step:213000 source:(1, 38) loss:66.8071
step:213100 source:(1, 66) loss:77.6231
step:213200 source:(1, 26) loss:63.8328
step:213300 source:(1, 33) loss:57.2612
step:213400 source:(1, 66) loss:56.8868
step:213500 source:(1, 66) loss:95.5988
step:213600 source:(1, 45) loss:74.0035
step:213700 source:(1, 25) loss:73.3112
step:213800 source:(1, 52) loss:75.1428
step:213900 source:(1, 66) loss:61.6366
step:214000 source:(1, 66) loss:75.354
step:214100 source:(1, 66) loss:58.4247
step:214200 source:(1, 66) loss:62.4459
step:214300 source:(1, 59) loss:73.5144
step:214400 source:(1, 25) loss:81.0435
step:214500 source:(1, 56) loss:84.5115
step:214600 source:(1, 47) loss:74.6173
step:214700 source:(1, 53) loss:66.8131
step:214800 source:(1, 33) loss:72.6825
step:214900 source:(1, 66) loss:95.8812
step:215000 source:(1, 43) loss:76.3209
step:215100 source:(1, 43) loss:62.8567
step:215200 source:(1, 40) loss:76.853
step:215300 source:(1, 40) loss:73.2736
step:215400 source:(1, 66) loss:63.1849
step:215500 source:(1, 66) loss:58.7096
step:215600 source:(1, 23) loss:76.6345
step:215700 source:(1, 66) loss:67.386
step:215800 source:(1, 66) loss:83.6686
step:215900 source:(1, 66) loss:63.5166
step:216000 source:(1, 41) loss:51.9423
step:216100 source:(1, 60) loss:68.6161
step:216200 source:(1, 36) loss:74.9767
step:216300 source:(1, 29) loss:69.6049
step:216400 source:(1, 56) loss:91.506
step:216500 source:(1, 66) loss:90.2321
step:216600 source:(1, 50) loss:74.7531
step:216700 source:(1, 66) loss:69.2155
step:216800 source:(1, 66) loss:86.4404
step:216900 source:(1, 66) loss:67.7798
step:217000 source:(1, 66) loss:89.7987
step:217100 source:(1, 57) loss:79.1206
