2018-05-17 11:09:58.380724: I tensorflow/core/platform/cpu_feature_guard.cc:137] Your CPU supports instructions that this TensorFlow binary was not compiled to use: SSE4.1 SSE4.2 AVX AVX2 FMA
2018-05-17 11:09:58.549518: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1030] Found device 0 with properties: 
name: GeForce GTX 1080 major: 6 minor: 1 memoryClockRate(GHz): 1.7335
pciBusID: 0000:04:00.0
totalMemory: 7.92GiB freeMemory: 6.43GiB
2018-05-17 11:09:58.549546: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1120] Creating TensorFlow device (/device:GPU:0) -> (device: 0, name: GeForce GTX 1080, pci bus id: 0000:04:00.0, compute capability: 6.1)

global step: 24700, learning rate: 0.0003000, training ppl: 54.241736, valid ppl: 118.380851, test ppl: 110.830863

global step: 24800, learning rate: 0.0003000, training ppl: 54.665397, valid ppl: 119.469848, test ppl: 110.201947

global step: 24900, learning rate: 0.0003000, training ppl: 54.300017, valid ppl: 117.830318, test ppl: 109.272050

global step: 25000, learning rate: 0.0003000, training ppl: 53.623851, valid ppl: 118.436430, test ppl: 109.100717

global step: 25100, learning rate: 0.0003000, training ppl: 53.850575, valid ppl: 118.055984, test ppl: 108.753406

global step: 25200, learning rate: 0.0003000, training ppl: 53.969577, valid ppl: 117.289062, test ppl: 109.154996

global step: 25300, learning rate: 0.0003000, training ppl: 53.834746, valid ppl: 118.402612, test ppl: 108.726350

global step: 25400, learning rate: 0.0003000, training ppl: 53.454937, valid ppl: 118.137133, test ppl: 108.686762

global step: 25500, learning rate: 0.0003000, training ppl: 53.626043, valid ppl: 119.009448, test ppl: 110.057522

global step: 25600, learning rate: 0.0003000, training ppl: 53.781425, valid ppl: 118.960906, test ppl: 109.395875

global step: 25700, learning rate: 0.0003000, training ppl: 52.765194, valid ppl: 120.899262, test ppl: 110.695330

global step: 25800, learning rate: 0.0003000, training ppl: 51.049226, valid ppl: 119.454098, test ppl: 109.199623

global step: 25900, learning rate: 0.0003000, training ppl: 52.356095, valid ppl: 119.105028, test ppl: 108.888345

global step: 26000, learning rate: 0.0003000, training ppl: 53.109870, valid ppl: 118.408449, test ppl: 109.001103

global step: 26100, learning rate: 0.0003000, training ppl: 52.788283, valid ppl: 117.813279, test ppl: 108.629666

global step: 26200, learning rate: 0.0003000, training ppl: 52.198877, valid ppl: 117.647725, test ppl: 107.974790

global step: 26300, learning rate: 0.0003000, training ppl: 52.355019, valid ppl: 117.417660, test ppl: 108.086423

global step: 26400, learning rate: 0.0003000, training ppl: 52.492227, valid ppl: 117.178145, test ppl: 107.468008

global step: 26500, learning rate: 0.0003000, training ppl: 52.488576, valid ppl: 117.586788, test ppl: 109.234211

global step: 26600, learning rate: 0.0003000, training ppl: 52.232515, valid ppl: 118.375939, test ppl: 109.227418

global step: 26700, learning rate: 0.0003000, training ppl: 52.312282, valid ppl: 118.823944, test ppl: 108.310832

global step: 26800, learning rate: 0.0003000, training ppl: 52.423188, valid ppl: 117.976711, test ppl: 109.224405

global step: 26900, learning rate: 0.0003000, training ppl: 51.319095, valid ppl: 117.966932, test ppl: 109.736914

global step: 27000, learning rate: 0.0003000, training ppl: 49.981706, valid ppl: 118.805358, test ppl: 108.878634

global step: 27100, learning rate: 0.0003000, training ppl: 50.864341, valid ppl: 117.826501, test ppl: 108.464526

global step: 27200, learning rate: 0.0003000, training ppl: 51.538537, valid ppl: 118.876417, test ppl: 108.780182

global step: 27300, learning rate: 0.0003000, training ppl: 51.617313, valid ppl: 116.955244, test ppl: 107.660356

global step: 27400, learning rate: 0.0003000, training ppl: 51.067196, valid ppl: 117.235596, test ppl: 108.025827

global step: 27500, learning rate: 0.0003000, training ppl: 50.981614, valid ppl: 116.882668, test ppl: 107.281870

global step: 27600, learning rate: 0.0003000, training ppl: 51.135158, valid ppl: 116.331863, test ppl: 108.238029

global step: 27700, learning rate: 0.0003000, training ppl: 51.234736, valid ppl: 117.071277, test ppl: 108.063493

global step: 27800, learning rate: 0.0003000, training ppl: 51.110767, valid ppl: 117.171091, test ppl: 107.980073

global step: 27900, learning rate: 0.0003000, training ppl: 51.043555, valid ppl: 117.637355, test ppl: 108.861209

global step: 28000, learning rate: 0.0003000, training ppl: 51.157091, valid ppl: 118.661462, test ppl: 108.819052

global step: 28100, learning rate: 0.0003000, training ppl: 51.757294, valid ppl: 118.038726, test ppl: 109.110346

global step: 28200, learning rate: 0.0003000, training ppl: 50.251570, valid ppl: 118.615338, test ppl: 109.158595

global step: 28300, learning rate: 0.0003000, training ppl: 50.153477, valid ppl: 117.767217, test ppl: 108.756826

global step: 28400, learning rate: 0.0003000, training ppl: 50.540171, valid ppl: 117.984909, test ppl: 108.485522
2018-05-17 13:04:44.585565: I tensorflow/core/platform/cpu_feature_guard.cc:137] Your CPU supports instructions that this TensorFlow binary was not compiled to use: SSE4.1 SSE4.2 AVX AVX2 FMA
2018-05-17 13:04:44.756628: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1030] Found device 0 with properties: 
name: GeForce GTX 1080 major: 6 minor: 1 memoryClockRate(GHz): 1.7335
pciBusID: 0000:02:00.0
totalMemory: 7.92GiB freeMemory: 6.43GiB
2018-05-17 13:04:44.756659: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1120] Creating TensorFlow device (/device:GPU:0) -> (device: 0, name: GeForce GTX 1080, pci bus id: 0000:02:00.0, compute capability: 6.1)
2018-05-17 13:06:18.952375: I tensorflow/core/platform/cpu_feature_guard.cc:137] Your CPU supports instructions that this TensorFlow binary was not compiled to use: SSE4.1 SSE4.2 AVX AVX2 FMA
2018-05-17 13:06:19.151797: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1030] Found device 0 with properties: 
name: GeForce GTX 1080 major: 6 minor: 1 memoryClockRate(GHz): 1.7335
pciBusID: 0000:02:00.0
totalMemory: 7.92GiB freeMemory: 6.43GiB
2018-05-17 13:06:19.151842: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1120] Creating TensorFlow device (/device:GPU:0) -> (device: 0, name: GeForce GTX 1080, pci bus id: 0000:02:00.0, compute capability: 6.1)
2018-05-17 13:21:18.541297: I tensorflow/core/platform/cpu_feature_guard.cc:137] Your CPU supports instructions that this TensorFlow binary was not compiled to use: SSE4.1 SSE4.2 AVX AVX2 FMA
2018-05-17 13:21:18.716796: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1030] Found device 0 with properties: 
name: GeForce GTX 1080 major: 6 minor: 1 memoryClockRate(GHz): 1.7335
pciBusID: 0000:01:00.0
totalMemory: 7.92GiB freeMemory: 7.81GiB
2018-05-17 13:21:18.716825: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1120] Creating TensorFlow device (/device:GPU:0) -> (device: 0, name: GeForce GTX 1080, pci bus id: 0000:01:00.0, compute capability: 6.1)
global step: 100, learning rate: 0.0030000, training ppl: 3604.706233, valid ppl: 1488.628381, test ppl: 1327.512558

global step: 200, learning rate: 0.0030000, training ppl: 2508.904985, valid ppl: 1010.385022, test ppl: 875.747628

global step: 300, learning rate: 0.0030000, training ppl: 1834.958194, valid ppl: 775.004168, test ppl: 713.526147

global step: 400, learning rate: 0.0030000, training ppl: 1456.054610, valid ppl: 628.669723, test ppl: 596.172443

global step: 500, learning rate: 0.0030000, training ppl: 692.353302, valid ppl: 557.916104, test ppl: 516.330790

global step: 600, learning rate: 0.0030000, training ppl: 631.005171, valid ppl: 483.152228, test ppl: 453.093133

global step: 700, learning rate: 0.0030000, training ppl: 593.934167, valid ppl: 438.720130, test ppl: 411.433000

global step: 800, learning rate: 0.0030000, training ppl: 566.055396, valid ppl: 409.858621, test ppl: 385.963284

global step: 900, learning rate: 0.0030000, training ppl: 463.226752, valid ppl: 378.239940, test ppl: 359.633438

global step: 1000, learning rate: 0.0030000, training ppl: 418.922389, valid ppl: 338.154109, test ppl: 318.252361

global step: 1100, learning rate: 0.0030000, training ppl: 409.509265, valid ppl: 318.053955, test ppl: 297.155076

global step: 1200, learning rate: 0.0030000, training ppl: 397.269052, valid ppl: 315.044002, test ppl: 302.921818

global step: 1300, learning rate: 0.0030000, training ppl: 328.295833, valid ppl: 277.217195, test ppl: 260.933137

global step: 1400, learning rate: 0.0030000, training ppl: 308.368500, valid ppl: 273.465812, test ppl: 257.019016

global step: 1500, learning rate: 0.0030000, training ppl: 298.171175, valid ppl: 263.545000, test ppl: 244.668559

global step: 1600, learning rate: 0.0030000, training ppl: 288.799650, valid ppl: 233.615526, test ppl: 221.276748

global step: 1700, learning rate: 0.0030000, training ppl: 249.715784, valid ppl: 222.440373, test ppl: 208.193766

global step: 1800, learning rate: 0.0030000, training ppl: 236.388911, valid ppl: 213.592087, test ppl: 200.185674

global step: 1900, learning rate: 0.0030000, training ppl: 227.498080, valid ppl: 202.028142, test ppl: 191.979602

global step: 2000, learning rate: 0.0030000, training ppl: 222.694915, valid ppl: 192.472517, test ppl: 182.789842

global step: 2100, learning rate: 0.0030000, training ppl: 207.269232, valid ppl: 189.626923, test ppl: 180.146650

global step: 2200, learning rate: 0.0030000, training ppl: 195.857380, valid ppl: 183.667625, test ppl: 170.497029

global step: 2300, learning rate: 0.0030000, training ppl: 186.367489, valid ppl: 173.188110, test ppl: 164.069815

global step: 2400, learning rate: 0.0030000, training ppl: 184.084747, valid ppl: 171.010600, test ppl: 164.180761

global step: 2500, learning rate: 0.0030000, training ppl: 182.416674, valid ppl: 163.476605, test ppl: 157.122486

global step: 2600, learning rate: 0.0030000, training ppl: 168.909137, valid ppl: 161.134193, test ppl: 154.331465

global step: 2700, learning rate: 0.0030000, training ppl: 161.398624, valid ppl: 153.481198, test ppl: 145.035673

global step: 2800, learning rate: 0.0030000, training ppl: 161.549486, valid ppl: 151.638083, test ppl: 144.068820

global step: 2900, learning rate: 0.0030000, training ppl: 190.637482, valid ppl: 147.626777, test ppl: 141.627296

global step: 3000, learning rate: 0.0030000, training ppl: 152.670386, valid ppl: 145.017436, test ppl: 137.768855

global step: 3100, learning rate: 0.0030000, training ppl: 145.192761, valid ppl: 143.072670, test ppl: 135.264123

global step: 3200, learning rate: 0.0030000, training ppl: 146.118766, valid ppl: 142.522462, test ppl: 134.498819

global step: 3300, learning rate: 0.0030000, training ppl: 145.733527, valid ppl: 136.502537, test ppl: 130.782174

global step: 3400, learning rate: 0.0030000, training ppl: 140.619345, valid ppl: 135.354316, test ppl: 126.825694

global step: 3500, learning rate: 0.0030000, training ppl: 134.060399, valid ppl: 134.268632, test ppl: 127.416473

global step: 3600, learning rate: 0.0030000, training ppl: 134.915771, valid ppl: 132.276952, test ppl: 125.106875

global step: 3700, learning rate: 0.0030000, training ppl: 134.871347, valid ppl: 130.775144, test ppl: 125.255487

global step: 3800, learning rate: 0.0030000, training ppl: 130.915078, valid ppl: 127.738829, test ppl: 120.509730

global step: 3900, learning rate: 0.0030000, training ppl: 125.287083, valid ppl: 128.351439, test ppl: 122.925328

global step: 4000, learning rate: 0.0030000, training ppl: 126.292587, valid ppl: 126.813010, test ppl: 119.561446

global step: 4100, learning rate: 0.0030000, training ppl: 126.670168, valid ppl: 123.761405, test ppl: 117.212908

global step: 4200, learning rate: 0.0030000, training ppl: 126.586198, valid ppl: 122.554307, test ppl: 116.196289

global step: 4300, learning rate: 0.0030000, training ppl: 121.259879, valid ppl: 122.130593, test ppl: 115.349093

global step: 4400, learning rate: 0.0030000, training ppl: 120.176322, valid ppl: 121.436223, test ppl: 114.754033

global step: 4500, learning rate: 0.0030000, training ppl: 120.385772, valid ppl: 121.222549, test ppl: 114.089567

global step: 4600, learning rate: 0.0030000, training ppl: 120.678842, valid ppl: 119.733314, test ppl: 113.329836

global step: 4700, learning rate: 0.0030000, training ppl: 117.638002, valid ppl: 119.039424, test ppl: 112.262888

global step: 4800, learning rate: 0.0030000, training ppl: 115.390875, valid ppl: 117.500821, test ppl: 110.933852

global step: 4900, learning rate: 0.0030000, training ppl: 115.815204, valid ppl: 116.854139, test ppl: 110.170463

global step: 5000, learning rate: 0.0030000, training ppl: 119.126139, valid ppl: 117.834407, test ppl: 111.983377

global step: 5100, learning rate: 0.0030000, training ppl: 114.402843, valid ppl: 116.914057, test ppl: 109.499765

global step: 5200, learning rate: 0.0030000, training ppl: 110.738030, valid ppl: 114.269024, test ppl: 108.039123

global step: 5300, learning rate: 0.0030000, training ppl: 111.159534, valid ppl: 115.437111, test ppl: 108.789451

global step: 5400, learning rate: 0.0030000, training ppl: 121.862874, valid ppl: 112.462109, test ppl: 107.317019

global step: 5500, learning rate: 0.0030000, training ppl: 111.746347, valid ppl: 114.639756, test ppl: 107.334393

global step: 5600, learning rate: 0.0030000, training ppl: 106.693515, valid ppl: 112.852136, test ppl: 106.099316

global step: 5700, learning rate: 0.0030000, training ppl: 107.635277, valid ppl: 113.470368, test ppl: 106.410001

global step: 5800, learning rate: 0.0030000, training ppl: 119.351118, valid ppl: 110.895681, test ppl: 105.231204

global step: 5900, learning rate: 0.0030000, training ppl: 108.544886, valid ppl: 110.761101, test ppl: 104.263205

global step: 6000, learning rate: 0.0030000, training ppl: 103.571407, valid ppl: 113.431154, test ppl: 106.797114

global step: 6100, learning rate: 0.0030000, training ppl: 104.812863, valid ppl: 110.844930, test ppl: 104.095051

global step: 6200, learning rate: 0.0030000, training ppl: 105.658823, valid ppl: 109.748513, test ppl: 103.729282

global step: 6300, learning rate: 0.0030000, training ppl: 106.275475, valid ppl: 110.134990, test ppl: 103.190163

global step: 6400, learning rate: 0.0030000, training ppl: 101.109788, valid ppl: 108.878154, test ppl: 102.720444

global step: 6500, learning rate: 0.0030000, training ppl: 102.163654, valid ppl: 108.538455, test ppl: 102.450021

global step: 6600, learning rate: 0.0030000, training ppl: 103.110055, valid ppl: 108.426864, test ppl: 102.682182

global step: 6700, learning rate: 0.0030000, training ppl: 102.065586, valid ppl: 107.554103, test ppl: 100.777763

global step: 6800, learning rate: 0.0030000, training ppl: 98.414046, valid ppl: 106.829816, test ppl: 101.429077

global step: 6900, learning rate: 0.0030000, training ppl: 99.566355, valid ppl: 107.516895, test ppl: 100.829779

global step: 7000, learning rate: 0.0030000, training ppl: 100.479705, valid ppl: 106.526989, test ppl: 100.400346

global step: 7100, learning rate: 0.0030000, training ppl: 101.208343, valid ppl: 105.449298, test ppl: 98.805296

global step: 7200, learning rate: 0.0030000, training ppl: 97.821296, valid ppl: 104.767220, test ppl: 98.884567

global step: 7300, learning rate: 0.0030000, training ppl: 97.327455, valid ppl: 105.345657, test ppl: 99.547930

global step: 7400, learning rate: 0.0030000, training ppl: 97.990462, valid ppl: 105.776388, test ppl: 99.268577

global step: 7500, learning rate: 0.0030000, training ppl: 99.836860, valid ppl: 104.753235, test ppl: 98.305101

global step: 7600, learning rate: 0.0030000, training ppl: 96.823271, valid ppl: 103.083714, test ppl: 96.801929

global step: 7700, learning rate: 0.0030000, training ppl: 94.848801, valid ppl: 104.286715, test ppl: 98.124922

global step: 7800, learning rate: 0.0030000, training ppl: 95.448983, valid ppl: 103.902806, test ppl: 98.077522

global step: 7900, learning rate: 0.0030000, training ppl: 100.164811, valid ppl: 103.120701, test ppl: 97.189098

global step: 8000, learning rate: 0.0030000, training ppl: 95.631168, valid ppl: 102.249259, test ppl: 95.986119

global step: 8100, learning rate: 0.0030000, training ppl: 92.639019, valid ppl: 101.826172, test ppl: 95.564162

global step: 8200, learning rate: 0.0030000, training ppl: 93.106819, valid ppl: 102.772655, test ppl: 96.572018

global step: 8300, learning rate: 0.0030000, training ppl: 104.449912, valid ppl: 100.818649, test ppl: 95.748604

global step: 8400, learning rate: 0.0030000, training ppl: 94.585067, valid ppl: 102.401330, test ppl: 95.394744

global step: 8500, learning rate: 0.0030000, training ppl: 90.589699, valid ppl: 102.484168, test ppl: 95.484046

global step: 8600, learning rate: 0.0030000, training ppl: 91.432070, valid ppl: 101.899109, test ppl: 95.563287

global step: 8700, learning rate: 0.0030000, training ppl: 104.184666, valid ppl: 100.223507, test ppl: 94.548023

global step: 8800, learning rate: 0.0030000, training ppl: 92.969772, valid ppl: 100.322292, test ppl: 94.097415

global step: 8900, learning rate: 0.0030000, training ppl: 88.819151, valid ppl: 100.371654, test ppl: 94.866438

global step: 9000, learning rate: 0.0030000, training ppl: 90.060885, valid ppl: 100.325681, test ppl: 94.229660

global step: 9100, learning rate: 0.0030000, training ppl: 90.789195, valid ppl: 99.210058, test ppl: 93.866336

global step: 9200, learning rate: 0.0030000, training ppl: 91.264686, valid ppl: 99.385037, test ppl: 93.410686

global step: 9300, learning rate: 0.0030000, training ppl: 87.340936, valid ppl: 99.902405, test ppl: 94.428659

global step: 9400, learning rate: 0.0030000, training ppl: 88.340890, valid ppl: 99.859992, test ppl: 93.972354

global step: 9500, learning rate: 0.0030000, training ppl: 89.256863, valid ppl: 99.329315, test ppl: 93.115294

global step: 9600, learning rate: 0.0030000, training ppl: 89.884509, valid ppl: 98.796938, test ppl: 92.489141

global step: 9700, learning rate: 0.0030000, training ppl: 86.762070, valid ppl: 98.565135, test ppl: 92.800972

global step: 9800, learning rate: 0.0030000, training ppl: 87.920702, valid ppl: 98.440562, test ppl: 92.701134

global step: 9900, learning rate: 0.0030000, training ppl: 88.801227, valid ppl: 98.101277, test ppl: 92.153209

global step: 10000, learning rate: 0.0030000, training ppl: 88.750922, valid ppl: 97.636643, test ppl: 91.932944

global step: 10100, learning rate: 0.0030000, training ppl: 85.690707, valid ppl: 98.106769, test ppl: 92.256297

global step: 10200, learning rate: 0.0030000, training ppl: 85.765634, valid ppl: 96.701086, test ppl: 91.261446

global step: 10300, learning rate: 0.0030000, training ppl: 86.579850, valid ppl: 97.396101, test ppl: 91.820327

global step: 10400, learning rate: 0.0030000, training ppl: 88.006067, valid ppl: 97.861946, test ppl: 92.422267

global step: 10500, learning rate: 0.0030000, training ppl: 86.321433, valid ppl: 97.497343, test ppl: 91.659515

global step: 10600, learning rate: 0.0030000, training ppl: 84.804831, valid ppl: 96.228046, test ppl: 90.502385

global step: 10700, learning rate: 0.0030000, training ppl: 85.492745, valid ppl: 97.164074, test ppl: 91.679705

global step: 10800, learning rate: 0.0030000, training ppl: 89.335851, valid ppl: 95.645041, test ppl: 90.837846

global step: 10900, learning rate: 0.0030000, training ppl: 85.854833, valid ppl: 96.914035, test ppl: 91.107230

global step: 11000, learning rate: 0.0030000, training ppl: 83.365573, valid ppl: 95.975470, test ppl: 90.596669

global step: 11100, learning rate: 0.0030000, training ppl: 83.916636, valid ppl: 96.961360, test ppl: 91.580098

global step: 11200, learning rate: 0.0030000, training ppl: 94.157131, valid ppl: 95.060515, test ppl: 90.212348

global step: 11300, learning rate: 0.0030000, training ppl: 86.203789, valid ppl: 96.142220, test ppl: 90.029092

global step: 11400, learning rate: 0.0030000, training ppl: 82.368652, valid ppl: 96.176366, test ppl: 90.244077

global step: 11500, learning rate: 0.0030000, training ppl: 83.132907, valid ppl: 96.947768, test ppl: 90.989084

global step: 11600, learning rate: 0.0030000, training ppl: 91.329364, valid ppl: 94.279929, test ppl: 89.360598

global step: 11700, learning rate: 0.0030000, training ppl: 84.260937, valid ppl: 94.795459, test ppl: 88.874699

global step: 11800, learning rate: 0.0030000, training ppl: 81.051759, valid ppl: 95.696450, test ppl: 90.403288

global step: 11900, learning rate: 0.0030000, training ppl: 82.341220, valid ppl: 94.868431, test ppl: 89.380181

global step: 12000, learning rate: 0.0030000, training ppl: 83.173921, valid ppl: 93.997719, test ppl: 89.059516

global step: 12100, learning rate: 0.0030000, training ppl: 84.431576, valid ppl: 94.247907, test ppl: 87.952819

global step: 12200, learning rate: 0.0030000, training ppl: 80.260690, valid ppl: 94.859395, test ppl: 89.083216

global step: 12300, learning rate: 0.0030000, training ppl: 81.280369, valid ppl: 94.741654, test ppl: 89.269659

global step: 12400, learning rate: 0.0030000, training ppl: 82.145991, valid ppl: 94.510593, test ppl: 89.174499

global step: 12500, learning rate: 0.0030000, training ppl: 82.474801, valid ppl: 94.392051, test ppl: 88.597986

global step: 12600, learning rate: 0.0030000, training ppl: 79.517369, valid ppl: 94.311871, test ppl: 88.740096

global step: 12700, learning rate: 0.0030000, training ppl: 80.658979, valid ppl: 94.242071, test ppl: 88.820551

global step: 12800, learning rate: 0.0030000, training ppl: 81.287789, valid ppl: 94.744674, test ppl: 88.878440

global step: 12900, learning rate: 0.0030000, training ppl: 83.123868, valid ppl: 93.909753, test ppl: 88.354617

global step: 13000, learning rate: 0.0030000, training ppl: 79.927820, valid ppl: 93.218806, test ppl: 87.986788

global step: 13100, learning rate: 0.0030000, training ppl: 79.648136, valid ppl: 93.744845, test ppl: 88.003297

global step: 13200, learning rate: 0.0030000, training ppl: 80.366844, valid ppl: 94.525119, test ppl: 88.647672

global step: 13300, learning rate: 0.0030000, training ppl: 81.796106, valid ppl: 92.595709, test ppl: 87.457079

global step: 13400, learning rate: 0.0030000, training ppl: 79.815325, valid ppl: 93.573812, test ppl: 88.124353

global step: 13500, learning rate: 0.0030000, training ppl: 78.659009, valid ppl: 93.457798, test ppl: 87.919894

global step: 13600, learning rate: 0.0030000, training ppl: 79.068086, valid ppl: 92.778015, test ppl: 87.378678

global step: 13700, learning rate: 0.0030000, training ppl: 82.759368, valid ppl: 91.632939, test ppl: 86.557810

global step: 13800, learning rate: 0.0030000, training ppl: 80.295040, valid ppl: 92.548492, test ppl: 86.872901

global step: 13900, learning rate: 0.0030000, training ppl: 77.991377, valid ppl: 92.027946, test ppl: 86.577366

global step: 14000, learning rate: 0.0030000, training ppl: 78.359517, valid ppl: 93.243067, test ppl: 87.466945

global step: 14100, learning rate: 0.0030000, training ppl: 86.146355, valid ppl: 91.615893, test ppl: 87.102539

global step: 14200, learning rate: 0.0030000, training ppl: 80.548789, valid ppl: 93.277365, test ppl: 87.131634

global step: 14300, learning rate: 0.0030000, training ppl: 77.422260, valid ppl: 93.616131, test ppl: 87.814070

global step: 14400, learning rate: 0.0030000, training ppl: 77.733314, valid ppl: 92.759420, test ppl: 86.848661

global step: 14500, learning rate: 0.0030000, training ppl: 88.418688, valid ppl: 91.167887, test ppl: 86.356425

global step: 14600, learning rate: 0.0030000, training ppl: 79.319256, valid ppl: 91.371998, test ppl: 85.632037

global step: 14700, learning rate: 0.0030000, training ppl: 76.184963, valid ppl: 91.494513, test ppl: 86.329187

global step: 14800, learning rate: 0.0030000, training ppl: 77.236113, valid ppl: 92.599785, test ppl: 86.757644

global step: 14900, learning rate: 0.0030000, training ppl: 77.937198, valid ppl: 92.151380, test ppl: 86.573808

global step: 15000, learning rate: 0.0030000, training ppl: 78.507779, valid ppl: 90.772066, test ppl: 85.186423

global step: 15100, learning rate: 0.0030000, training ppl: 75.473753, valid ppl: 92.162212, test ppl: 86.805606

global step: 15200, learning rate: 0.0030000, training ppl: 76.368140, valid ppl: 91.458223, test ppl: 86.320146

global step: 15300, learning rate: 0.0030000, training ppl: 77.236845, valid ppl: 91.554885, test ppl: 86.103536

global step: 15400, learning rate: 0.0030000, training ppl: 78.184679, valid ppl: 90.466586, test ppl: 85.219795

global step: 15500, learning rate: 0.0030000, training ppl: 74.904818, valid ppl: 91.049931, test ppl: 85.967091

global step: 15600, learning rate: 0.0030000, training ppl: 75.782650, valid ppl: 90.594858, test ppl: 85.491804

global step: 15700, learning rate: 0.0030000, training ppl: 76.515524, valid ppl: 91.043800, test ppl: 85.713042

global step: 15800, learning rate: 0.0030000, training ppl: 77.760135, valid ppl: 90.714623, test ppl: 85.415641

global step: 15900, learning rate: 0.0030000, training ppl: 74.921036, valid ppl: 91.454803, test ppl: 85.736348

global step: 16000, learning rate: 0.0030000, training ppl: 75.316371, valid ppl: 90.598491, test ppl: 85.020100

global step: 16100, learning rate: 0.0030000, training ppl: 76.013054, valid ppl: 90.479084, test ppl: 85.167380

global step: 16200, learning rate: 0.0030000, training ppl: 76.412290, valid ppl: 90.462853, test ppl: 84.993927

global step: 16300, learning rate: 0.0030000, training ppl: 74.880370, valid ppl: 90.386588, test ppl: 84.884335

global step: 16400, learning rate: 0.0030000, training ppl: 74.180605, valid ppl: 91.528986, test ppl: 85.548906

global step: 16500, learning rate: 0.0030000, training ppl: 74.896985, valid ppl: 90.343208, test ppl: 84.945593

global step: 16600, learning rate: 0.0030000, training ppl: 77.020459, valid ppl: 89.459892, test ppl: 84.114972

global step: 16700, learning rate: 0.0030000, training ppl: 75.628345, valid ppl: 90.606495, test ppl: 84.842286

global step: 16800, learning rate: 0.0030000, training ppl: 73.934685, valid ppl: 90.375318, test ppl: 84.665200

global step: 16900, learning rate: 0.0030000, training ppl: 74.351718, valid ppl: 90.966807, test ppl: 85.057690

global step: 17000, learning rate: 0.0030000, training ppl: 82.208214, valid ppl: 89.261729, test ppl: 84.110713

global step: 17100, learning rate: 0.0030000, training ppl: 76.463159, valid ppl: 90.429405, test ppl: 84.407697

global step: 17200, learning rate: 0.0030000, training ppl: 73.451396, valid ppl: 90.715127, test ppl: 84.567634

global step: 17300, learning rate: 0.0030000, training ppl: 73.788521, valid ppl: 90.437458, test ppl: 84.641685

global step: 17400, learning rate: 0.0030000, training ppl: 84.016450, valid ppl: 89.069134, test ppl: 83.968212

global step: 17500, learning rate: 0.0030000, training ppl: 75.364706, valid ppl: 90.497075, test ppl: 84.528390

global step: 17600, learning rate: 0.0030000, training ppl: 72.559707, valid ppl: 89.999413, test ppl: 84.122032

global step: 17700, learning rate: 0.0030000, training ppl: 73.612196, valid ppl: 89.446795, test ppl: 83.890783

global step: 17800, learning rate: 0.0030000, training ppl: 74.265943, valid ppl: 89.408814, test ppl: 84.118595

global step: 17900, learning rate: 0.0030000, training ppl: 75.338136, valid ppl: 89.348066, test ppl: 83.497650

global step: 18000, learning rate: 0.0030000, training ppl: 72.251152, valid ppl: 90.504260, test ppl: 84.781517

global step: 18100, learning rate: 0.0030000, training ppl: 73.247455, valid ppl: 89.764987, test ppl: 84.347025

global step: 18200, learning rate: 0.0030000, training ppl: 73.959791, valid ppl: 89.938624, test ppl: 84.520477

global step: 18300, learning rate: 0.0030000, training ppl: 74.279208, valid ppl: 89.444405, test ppl: 83.633464

global step: 18400, learning rate: 0.0030000, training ppl: 71.640477, valid ppl: 90.020059, test ppl: 84.101525

global step: 18500, learning rate: 0.0030000, training ppl: 72.478926, valid ppl: 88.774577, test ppl: 83.538201

global step: 18600, learning rate: 0.0030000, training ppl: 73.294424, valid ppl: 89.560862, test ppl: 84.272456

global step: 18700, learning rate: 0.0030000, training ppl: 73.663320, valid ppl: 89.193188, test ppl: 83.605774

global step: 18800, learning rate: 0.0030000, training ppl: 71.773349, valid ppl: 89.496314, test ppl: 84.136538

global step: 18900, learning rate: 0.0030000, training ppl: 72.067116, valid ppl: 90.138110, test ppl: 84.077443

global step: 19000, learning rate: 0.0030000, training ppl: 72.682799, valid ppl: 89.105927, test ppl: 83.195289

global step: 19100, learning rate: 0.0030000, training ppl: 74.420248, valid ppl: 88.623885, test ppl: 82.768099

global step: 19200, learning rate: 0.0030000, training ppl: 72.407154, valid ppl: 89.077374, test ppl: 83.609269

global step: 19300, learning rate: 0.0030000, training ppl: 71.597374, valid ppl: 89.458547, test ppl: 83.961429

global step: 19400, learning rate: 0.0030000, training ppl: 72.220886, valid ppl: 88.985062, test ppl: 83.646076

